id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4800893,Modern 1 bedroom city center flat,24734792,Elena,,Centro,36.72349,-4.41524,Entire home/apt,127,2,114,2022-06-14,1.29,1,154,21,VFT/MA/00198
8382338,"""PICASSO ROOM"" Cozy+Minimalism+Beach+Station",44170578,Francisco,,Carretera de Cadiz,36.71056,-4.42991,Private room,27,3,462,2022-06-13,5.65,5,83,21,VFT/MA/06981
6060775,Magical Malaga Apartment,9479943,Manfred,,Centro,36.72558,-4.42041,Entire home/apt,145,3,89,2022-06-25,1.04,1,285,15,VFT/MA/06328
8382358,"""MED ROOM"" Quiet+Bright+Beach+Station",44170578,Francisco,,Carretera de Cadiz,36.71059,-4.42994,Private room,27,3,329,2022-06-11,4.01,5,86,17,VFT/MA/06981
8382715,"""SOL ROOM"" Center+Beach+Station+Quiet",44170578,Francisco,,Carretera de Cadiz,36.7105,-4.42996,Private room,27,3,431,2022-06-12,5.27,5,91,13,VFT/MA/06981
4805389,Quiet rooftop apartment city centre,24754974,Max,,Centro,36.72464,-4.42177,Entire home/apt,135,4,34,2021-12-31,0.38,1,325,1,CTC-2018090413
6077119,"In the center,Free private parking,cosy,2room,wifi",25961901,"Isabel, Gloria Y Francisco",,Centro,36.71952,-4.42597,Entire home/apt,71,2,342,2022-06-23,4.11,1,262,68,RTA-02068
4814700,Apart. 1 Bdr.  Marqués de Guadiaro,23613433,Marqués De Guadiaro,,Centro,36.72315,-4.41957,Entire home/apt,90,2,45,2022-06-06,0.53,7,198,30,A/MA/01275
4815312,"Penthouse, Marqués de Guadiaro",23613433,Marqués De Guadiaro,,Centro,36.72315,-4.41957,Entire home/apt,157,2,38,2022-06-09,0.42,7,164,8,A/MA/01275
8467533,Bollywood beach Málaga all handy,3611680,Sylvie,,Carretera de Cadiz,36.70859,-4.43678,Entire home/apt,97,6,11,2021-09-25,0.16,2,37,1,VFT/MA/02992
6109384,NICE FLAT 80 M2 CENTER MALAGA 2 BATH-TERRACE- 3 B,6776358,Didier,,Centro,36.72638,-4.42169,Entire home/apt,99,3,111,2022-05-01,1.32,1,250,9,VFT/MA/19086
4834559,"Apartment balcony (2A), Mar y Arte",23613433,Marqués De Guadiaro,,Centro,36.72213,-4.41973,Entire home/apt,96,2,46,2022-06-14,0.53,7,172,16,A/MA/01357
6160764,Unique & Smart Loft Malaga centre!,31130279,Zeljko,,Centro,36.72382,-4.42335,Entire home/apt,85,5,229,2022-06-22,2.72,1,208,30,VTF/MA/04113
4834767,"Apart. sup. con balcón, Mar y Arte",23613433,Marqués De Guadiaro,,Centro,36.72213,-4.41973,Entire home/apt,105,2,3,2021-12-02,0.04,7,190,1,A/MA/01357
8515241,Beautiful apartment in the historic center,44837750,Francisco,,Centro,36.72538,-4.4212,Entire home/apt,68,1,258,2022-06-28,3.15,1,237,50,VFT/MA/13445
8637614,Breathtaking Sea View Apartment I,59902915,Luisa,,Centro,36.72193,-4.4009,Entire home/apt,108,3,182,2022-06-05,2.22,2,197,30,VFT/MA/00444
6209072,En pleno centro de Málaga  2di,17585280,Pablo Y Marisa,,Centro,36.72346,-4.41682,Entire home/apt,124,7,42,2022-04-12,0.49,12,284,3,A/MA/01334
8709677,Casa rural Villa Mónica (Momas Homes),45718774,Monica,,Campanillas,36.75191,-4.5311,Entire home/apt,220,2,26,2022-06-04,0.36,8,0,3,VTAR/MA/01565
4842824,Modern apartment in city centre. StaySAFE,24922657,Samuel,,Centro,36.72395,-4.41965,Entire home/apt,109,7,99,2022-06-26,1.09,3,58,19,VFT/MA/01799
6225247,Lovely Flat at the Historic Center,32285652,Ramon,,Centro,36.72167,-4.42002,Entire home/apt,107,2,450,2022-06-06,5.26,1,79,80,VFT/MA/0293
4857448,Unique 1 bedroom in Malaga's city centre,24988780,Fred,,Centro,36.72038,-4.41915,Entire home/apt,76,4,94,2022-06-22,1.04,2,79,22,VFT/MA/03176
6289420,Like at Home!!,31721040,Mercedes,,Centro,36.72962,-4.41906,Entire home/apt,39,2,110,2020-01-01,1.28,1,4,0,VFT/MA/02790
4864535,HEART OLD TOWN-WELL LOCATED!,5895070,Arantxa & George,,Centro,36.72166,-4.42419,Entire home/apt,60,5,189,2022-06-18,2.08,4,298,31,RTA : VFT/MA/03962
8716172,MalagaSuite View Historic Center,45749342,Malagasuite Showroom Apartments,,Centro,36.72835,-4.42231,Entire home/apt,184,1,70,2022-06-12,0.89,31,291,15,VFT/MA/19807
6306795,Apartamento en Málaga Centro,3811409,Cristina,,Centro,36.72705,-4.41701,Entire home/apt,45,15,46,2022-04-11,0.71,1,30,3,VFT/MA/15274
8723776,MalagaSuite City Center Capuchinos,45749342,Malagasuite Showroom Apartments,,Centro,36.72693,-4.42196,Entire home/apt,132,1,48,2022-06-08,0.61,31,329,5,VFT/MA/09988
4899478,Victoria 13 -D FreshApartments by Bossh Hotels,3376700,Freshlanding,,Centro,36.72321,-4.41714,Entire home/apt,94,2,111,2022-05-22,1.22,36,334,19,VFT/MA/00240
6338576,Malaga Exclusive Penthouse Private Solarium Roof Terrace A,8544512,Malaga Center Flat,,Centro,36.72205,-4.41156,Entire home/apt,123,2,6,2022-04-22,0.08,50,343,3,VFT/MA/00748
6341180,★ Sea views - city centre - Home ★ VFT/MA/01282,26583926,Franziska,,Centro,36.7143,-4.42322,Entire home/apt,143,4,93,2022-06-12,1.08,6,38,16,VFT/MA/01282
8778556,Acogedor Loft en Málaga con wifi.,46016154,Alejandra,,Este,36.72102,-4.37801,Entire home/apt,87,3,235,2022-06-20,2.87,1,60,38,VFT/MA/00355
6354568,Suncity flat Gigantes,16584611,Suncity,,Centro,36.7235,-4.42357,Entire home/apt,97,2,35,2022-06-17,0.41,18,239,10,2017024117
8787291,Cozy Duplex in Malaga with WI-FI.,46055741,Ricardo,,Este,36.7209,-4.37717,Entire home/apt,131,1,267,2022-05-18,3.27,21,51,27,VFT/MA/00355
8810935,Attic flat. Elegant and comfortable,1888417,Jesús,,Palma-Palmilla,36.7443,-4.42574,Entire home/apt,96,3,79,2022-03-09,1.04,2,252,6,CTC 2016151757
4900020,Apartment Málaga center,25221519,Eduardo,,Centro,36.72931,-4.41425,Entire home/apt,58,1,313,2022-06-19,3.53,2,267,17,VFT/MA/01068
6417563,Habitación acogedora,33477868,Ramiro,,Carretera de Cadiz,36.70646,-4.44155,Private room,18,25,204,2022-04-30,2.46,2,122,4,VFT/MA/08616
4921722,Central apartment in Soho Málaga,25349919,Angel,,Centro,36.71768,-4.42248,Entire home/apt,1000,300,33,2017-09-19,0.37,1,365,0,
8834839,Luxury Villa with pool,16656041,Robert,,Este,36.71478,-4.34372,Entire home/apt,414,5,3,2021-12-09,0.06,2,307,1,VFT/MA/14616
6441590,Room with ocean views,13172203,Marta,,Centro,36.72273,-4.40003,Entire home/apt,129,3,185,2022-01-01,2.20,3,138,17,VFT/MA/01913
6446223,Apartment in the Old City of Málaga,33655805,Miguel,,Centro,36.72746,-4.41336,Entire home/apt,93,5,183,2022-06-21,2.14,1,43,28,VFT/MA/00821
8834978,"Malaga ,El Palo,  Family Beach House .",46272276,Barbara,,Este,36.7187,-4.35586,Entire home/apt,120,7,8,2022-03-04,0.13,1,73,1,VFT/MA/02649
6458138,Cinco Bolas House,33709750,Peter,,Centro,36.71924,-4.42231,Entire home/apt,358,2,83,2022-06-20,0.98,1,350,23,VFT/MA/01829
8918230,"Seafront La Malagueta I . Parking, wifi, mascotas",46639025,Francisca,,Centro,36.71852,-4.41103,Entire home/apt,157,3,45,2022-06-27,0.60,2,108,13,VFT/MA/01928
6463960,Habitación doble céntrica,33756472,Silvia,,Centro,36.72873,-4.41879,Private room,26,2,245,2022-06-29,2.91,1,310,39,VFT/MA/1216/
8927116,Terrace Relax Apartment. City & Beach,12088578,Beatrix,,Centro,36.72658,-4.41407,Entire home/apt,59,3,37,2020-03-12,0.73,1,0,0,VFT/MA/11132
6474492,Piso céntrico y confortable,30009457,Bety,,Cruz De Humilladero,36.72103,-4.43373,Entire home/apt,58,3,49,2022-06-19,0.68,2,8,39,CTC-2020053755
8948412,Moderno apartamento en Plaza Merced,30573956,Anna Laura,,Centro,36.724632,-4.416421,Entire home/apt,114,3,167,2022-06-06,2.07,1,81,19,VFT/MA/01956
4959767,Modern central apartment in the heart of the city.,19110429,Gary,,Centro,36.72455,-4.42063,Entire home/apt,89,4,76,2022-06-26,0.86,2,205,28,VFT/MA/02156
6491764,Apartamento con wifi y parking gratuito,7619784,María Del Carmen,,Ciudad Jardin,36.75031,-4.42094,Entire home/apt,80,3,72,2022-06-15,0.85,1,184,7,VFT/MA/19317
4964312,Apartamento de diseño en el centro.,14995276,Juanma,,Centro,36.72441,-4.41781,Entire home/apt,79,5,5,2018-08-05,0.06,2,181,0,VFT/MA/06336
8953897,Eva León apartment,46793111,Eva Maria,,Este,36.71837,-4.34699,Entire home/apt,30,2,25,2019-02-12,0.34,1,1,0,VFT/MA/20479
6537249,BEST LOCATION-ESPECERIA ST,11778619,Arantxa,,Centro,36.72086,-4.42314,Entire home/apt,63,6,105,2022-06-03,1.24,8,64,18,VFT/MA/13362
8960199,Modern Family Flat Málaga,37079448,Marina,,Ciudad Jardin,36.73314,-4.42407,Entire home/apt,196,7,51,2021-10-04,0.69,1,320,1,VFT/MA/19276
4972368,Almendro amazing views with pool and Tennis,25632968,Claire,,Este,36.75744,-4.32417,Entire home/apt,208,3,2,2021-06-20,0.16,8,281,0,A/MA/01290
4972409,El Bougainvillea with pool and amazing views,25632968,Claire,,Este,36.75861,-4.32466,Entire home/apt,204,2,2,2021-07-11,0.16,8,304,1,A/MA/01290
6543550,Camino de la Desviación - MálagadeVacaciones,3298879,Guillermo,,Este,36.72313,-4.3837,Entire home/apt,156,2,29,2021-09-23,0.35,38,7,2,VFT/MA/18744
4972419,"Jasmine with amazing views, pool and tennis",25632968,Claire,,Este,36.758614,-4.324664,Entire home/apt,200,2,0,,,8,299,0,A/MA/01290
8991756,Habitación a 300 metros de la playa!!,46967719,Thamara,,Carretera de Cadiz,36.7072,-4.4372,Private room,28,2,269,2022-06-27,3.33,5,285,80,VFT/MA/02961
6564263,Central apt with 3 pools-600mb internet wifi,13627093,José Antonio,,Este,36.72685,-4.37444,Entire home/apt,126,7,14,2022-06-04,0.27,2,203,9,VFT/MA/01846
8992307,Habitación a 5 minutos de la playa!,46967719,Thamara,,Carretera de Cadiz,36.70399,-4.43797,Private room,30,1,218,2022-06-26,2.68,5,0,33,VFT/MA/02961
9001090,Habitación extra grande con baño privado .,46967719,Thamara,,Carretera de Cadiz,36.7058,-4.43769,Private room,34,1,179,2022-06-28,2.22,5,292,62,VFT/MA/02961
4975478,"Charming, spacious & central",2986899,Andrés,,Centro,36.73031,-4.4149,Entire home/apt,79,3,230,2022-05-24,2.56,5,268,27,VFT/MA/08684
6610046,Apartment in Malaga's historic center,34588099,Cony,,Centro,36.72399,-4.4191,Entire home/apt,90,2,266,2022-06-24,3.10,2,299,46,VFT/MA/01744
4979084,Quiet and economic apartament in Málaga,25121097,Pablo,,Bailen-Miraflores,36.72486,-4.43577,Entire home/apt,399,1,447,2021-11-01,4.98,1,179,30,CTC-2018158983
9005669,Victoria. Moderno y silencioso,40571478,La Casa De La Alameda,,Centro,36.71725,-4.42515,Entire home/apt,142,1,16,2022-03-01,0.20,9,117,5,CTC-2017139286
6624466,Exclusive terrace penthouse 2 bedrooms WIFi,11318862,Palma,,Centro,36.71792,-4.42431,Entire home/apt,163,4,35,2022-06-15,0.41,5,191,11,Mª/VFT/99
5004455,CASA EN HUELIN - PLAYA A 350 METROS,25807328,Edouard,,Carretera de Cadiz,36.70187,-4.43902,Entire home/apt,207,5,11,2022-06-25,1.84,1,131,11,CTC-2019 225110
6627004,Romántico piso en Centro histórico,34686397,Joaquín,,Centro,36.72273,-4.42394,Entire home/apt,60,3,87,2020-01-02,1.03,1,130,0,VFT/MA/04027
5008911,Stylish 2 bedroom  in Malaga Center,16663600,Maria,,Centro,36.72104,-4.41911,Entire home/apt,110,4,46,2022-05-28,0.52,6,82,12,VFT/MA/03902
9021789,UNCIBAY PREMIUM 1,47101316,Rafael,,Centro,36.72374,-4.42042,Entire home/apt,162,1,182,2022-06-24,2.24,3,80,54,VFT/MA/00944
9026475,La casa de Lola - MálagadeVacaciones,3298879,Guillermo,,Centro,36.72364,-4.42597,Entire home/apt,106,2,25,2018-10-16,0.40,38,112,0,VFT/MA/18705
6631878,Zimmer A in El Palo (Malaga),32061336,Manuel,,Este,36.72004,-4.35836,Private room,35,2,100,2022-06-20,1.19,2,306,33,CTC-2018176676
9054795,Habitación juvenil,46967719,Thamara,,Carretera de Cadiz,36.70859,-4.43704,Private room,25,1,217,2022-06-03,2.67,5,274,72,VFT/MA/02961
6636092,Casa Lolo !,34733111,Laurent,,Centro,36.72244,-4.42263,Entire home/apt,55,2,125,2019-01-04,1.46,1,0,0,VTF/MA/08034
9055662,Descubre Málaga desde este elegante y amplio apartamento situado en el Soho,47243449,Andrew,,Centro,36.71522,-4.42249,Entire home/apt,107,3,129,2022-06-05,1.63,1,199,27,VFT/MA/02223
5010659,Victoria 13- F. FreshApartments by Bossh!,3376700,Freshlanding,,Centro,36.72484,-4.41504,Entire home/apt,104,2,62,2022-05-09,0.70,36,334,15,VFT/MA/01197
5032172,Frailes  3A  FreshApartments by Bossh,3376700,Freshlanding,,Centro,36.72586,-4.41772,Entire home/apt,86,2,42,2022-06-13,0.48,36,314,26,VFT/MA/13250
6666420,GREAT APARTMENT IN THE CITY CENTER NEAR THE BEACH,12645287,Sergio,,Centro,36.72363,-4.42086,Entire home/apt,107,2,113,2022-06-26,1.36,1,164,27,VFT/MA/01065.
5032238,Frailes 1A  FreshApartments by Bossh Hotels,3376700,Freshlanding,,Centro,36.72588,-4.41896,Entire home/apt,86,2,49,2022-05-06,0.54,36,313,14,VFT/MA/13249
9071819,"HABITACIÓN AÑOS 40. LUMINOSA, AMPLIA Y LIMPIA",47246887,Encarni,,Centro,36.727127,-4.413189,Private room,17,1,431,2022-06-26,5.57,1,104,48,Exempt
6675426,Terrace and garden close to beach,34938050,Antonio Javier,,Este,36.72486,-4.37031,Entire home/apt,108,2,87,2022-05-16,1.03,1,95,2,VFT/MA/04203
5034005,Cheap Room Plaza Merced F,6478123,Michael,,Centro,36.72378,-4.41723,Private room,46,1,194,2022-06-15,2.94,6,31,66,CTC-2018180600
5034416,Cheap Room Plaza Merced C,6478123,Michael,,Centro,36.72251,-4.41721,Private room,41,1,170,2022-06-15,1.89,6,28,67,CTC-2018180600
6681385,Newly Renovated Estudio Muelle Uno Pompidou,15627138,Yolanda,,Centro,36.71865,-4.41165,Entire home/apt,135,3,115,2022-05-31,1.36,2,139,16,VFT/MA/00712
9123907,West Area Urbanisation: Parking-Wifi-Swimming pool,47496869,Emilio José,,Carretera de Cadiz,36.68887,-4.45256,Entire home/apt,126,4,148,2022-06-16,1.98,1,149,15,VFT/MA/05306
6703832,Lovely flat in the city center,35091691,Jonatan,,Palma-Palmilla,36.72753,-4.42795,Entire home/apt,69,2,128,2022-06-22,1.52,2,267,37,VFT/MA/12747
5054197,Beautiful house next to the beach for groups,24396572,Jose Carlos,,Este,36.72193,-4.3781,Entire home/apt,415,3,93,2022-06-09,1.11,1,272,18,VFT/MA/06026
6754348,Cozy bedroom in Huelin: Beach,30009457,Bety,,Carretera de Cadiz,36.70532,-4.4351,Private room,35,2,146,2020-03-15,1.72,2,21,0,VFT/ MA 53852
5068826,"PASEANDO AL CENTRO HISTÓRICO , 2 BAÑOS,WIFI GRATIS",20388134,Olga,,Centro,36.72049,-4.43005,Entire home/apt,73,150,60,2020-08-31,0.68,1,180,0,VFT/MA/00211
9213893,Oasis M&M,7347523,Marián Y Manolo,,Centro,36.72448,-4.41953,Entire home/apt,69,2,222,2022-06-26,2.75,1,74,28,CTC-2016116744
6756195,Centro histórico Malaga,35363742,Jose,,Centro,36.72368,-4.42119,Private room,35,2,67,2022-06-27,0.89,3,272,13,CTC-2018151010
9231129,Málaga centro. Bonito apartamento. Zona tranquila,47987493,Susana,,Centro,36.72404,-4.42666,Entire home/apt,67,10,30,2021-08-23,0.38,1,245,3,VFT/MA/08438
5075813,"Confortable, tranquilo y céntrico.",26160719,Catalina,,Centro,36.71475,-4.42865,Entire home/apt,65,2,312,2022-06-24,3.46,3,148,49,CTC-201656856
5090164,New luxury 1 bedr Malaga's Center,16663600,Maria,,Centro,36.72073,-4.41885,Entire home/apt,76,4,14,2022-04-12,0.16,6,83,7,VFT/MA/03176
6756237,Habitacion centro historico malaga,35363742,Jose,,Centro,36.7232,-4.42217,Private room,31,2,100,2022-06-12,1.30,3,331,32,CTC-2018151010
6756567,Red room historico center thyssen,35363742,Jose,,Centro,36.72258,-4.4224,Private room,33,2,74,2022-06-08,0.89,3,307,20,CTC-2018151010
5108768,Your sweet home in La Costa del Sol,26397141,Marina,,Centro,36.71062,-4.42769,Entire home/apt,286,20,44,2021-10-28,0.50,1,258,2,VFT/MA/01220
9242609,Luxury flat top location,48036879,Jose Manuel,,Centro,36.71883,-4.42522,Entire home/apt,102,4,5,2021-08-20,0.07,1,330,2,ctc-2016188093
6762393,Estudio Centro Histórico A/C WiFi,22835439,Bruno,,Centro,36.72629,-4.4239,Entire home/apt,89,2,9,2022-05-26,0.11,21,91,3,A/MA/01382
9331529,"APTO CENTRO HISTORICO MALAGA, WIFI",14264818,Jose Luis,,Centro,36.72499,-4.41972,Entire home/apt,69,3,17,2018-12-09,0.22,3,38,0,VFT/MA/00974
5114247,Homely apartament,7222872,Ana,,Centro,36.72856,-4.41406,Entire home/apt,87,2,11,2021-11-21,0.12,2,108,5,VFT/MA/02022
6772586,Lovely place in heart of the city 3di,17585280,Pablo Y Marisa,,Centro,36.72352,-4.41713,Entire home/apt,114,7,54,2022-06-24,0.64,12,298,8,A/MA/01334
5129075,Studio apartment in Malaga,10333494,Carlos,,Este,36.72952,-4.36626,Entire home/apt,50,3,28,2022-05-16,0.32,1,312,4,CTC-201665824
9347071,"GreatAttic, terrace, sunny & luxury",42922856,Valeria,,Centro,36.71573,-4.4283,Entire home/apt,169,2,363,2022-06-19,4.50,1,131,33,VFT/MA/02266
6783327,MOON room in wonderful private area with sea views,35511227,Juan Carlos,,Teatinos-Universidad,36.7253,-4.47899,Private room,29,5,148,2022-06-09,1.76,2,327,14,VTF/MA/01274
9399574,"Spacious flat pool, indoor car park in quiet area",7338067,Nicolas Et Elena,,Teatinos-Universidad,36.71961,-4.46294,Entire home/apt,69,5,16,2020-08-29,0.22,1,222,0,Número registro dos cero uno seis dos seis dos siete
5155803,Apartment Plaza Constitucion Malaga WIFI Elevator,26662922,Manuel,,Centro,36.72152,-4.4211,Entire home/apt,999,3,19,2019-06-14,0.23,3,364,0,VFT/MA/0150
6796008,Malaga Center Flat Salitre Terrace I,8544512,Malaga Center Flat,,Centro,36.71219,-4.42834,Entire home/apt,145,2,37,2022-06-19,0.44,50,327,6,VFT/MA/08242
5173938,Nice apartment near downtown + Free Parking,25430691,Carlos,,Centro,36.72687,-4.41011,Entire home/apt,66,3,211,2022-06-21,2.37,1,270,53,VFT/MA/00382
9402329,"Walk to the Museo Picasso from a Colorful, Cozy Retreat",9291498,Antonio,,Centro,36.72051,-4.41733,Entire home/apt,124,2,187,2022-06-20,2.36,1,69,35,CTC-2016087212
6843202,"Homey apartment, Malaga Center",35852710,Eva,,Bailen-Miraflores,36.7235,-4.43343,Entire home/apt,58,2,211,2022-06-12,2.49,1,267,41,VFT/MA/19055
9446046,UNCIBAY PREMIUM 2,47101316,Rafael,,Centro,36.72222,-4.41921,Entire home/apt,98,1,211,2022-06-19,2.68,3,104,27,VFT/MA/00944
5181473,Real spanish life in Malaga,26798879,Louise,,Este,36.72083,-4.36614,Entire home/apt,73,3,57,2022-05-25,0.65,1,199,5,CTC-2018080505
6849860,"Historic Center Penthouse, Cathedral Views, WIFI",35892223,Jamce & Hijos,,Centro,36.71899,-4.42123,Entire home/apt,127,2,169,2022-06-19,2.05,2,84,55,VFT/MA/10036
5189296,Modern 3-BR in Historic Centre Free Parking Summer,5344810,Brian,,Centro,36.72666,-4.42289,Entire home/apt,205,4,130,2022-05-08,1.52,1,115,8,CTC-2016144491
9489547,"Malaga city center, Andalucia,Spain",49183722,Knut,,Centro,36.72679,-4.41642,Entire home/apt,74,2,124,2022-06-18,1.55,2,15,15,CTC-2016144997
6864158,Malaga Centro Histórico WIFI,8544512,Malaga Center Flat,,Centro,36.719856,-4.423673,Entire home/apt,98,3,14,2022-04-26,0.48,50,318,9,VFT/MA/08238
9538857,Modern Apartment in Soho Malaga,1425621,Gian Mario,,Centro,36.7159,-4.42296,Entire home/apt,70,4,63,2022-06-25,0.86,2,89,8,VFT/MA/29631
5216030,Apartamento en plaza de la merced. Centro Malaga.,14995276,Juanma,,Centro,36.72269,-4.41657,Entire home/apt,65,5,16,2022-06-20,0.19,2,131,6,VFT/MA/01111
6909193,"Apartamento en zona centro, muy bien comunicado",36207158,Boni,,Centro,36.72,-4.42874,Entire home/apt,137,5,0,,,1,335,0,CTC-2016090715
5223856,"Cozy Studio,Live the Culture & Relax in the Center",611895,Luis & Celeste,,Centro,36.72295,-4.42398,Entire home/apt,76,3,258,2022-06-27,2.95,3,47,49,CTC-201655245
9540684,petit endroit calme et paisible,49414613,Fanny,,Este,36.73303,-4.38317,Entire home/apt,100,9,15,2021-08-11,0.20,1,84,1,CTC-2019005829
6937483,Pedregalejo playa 2,31088953,Jose Maria,,Este,36.72096,-4.37358,Entire home/apt,75,1,133,2022-06-12,1.59,7,293,30,CTC-2018040734
9561299,Amplio piso en el centro histórico,16661306,Sandra,,Centro,36.72642,-4.42076,Entire home/apt,201,1,28,2021-10-11,0.37,1,220,4,VFT/MA/01026
5229627,Malaga city center,27063270,Mercedes,,Centro,36.7284,-4.41375,Entire home/apt,81,7,83,2022-06-09,0.95,1,47,5,CTC-2017005952
6955240,habitacion acogedora 2 recien decor,36462988,Sandra,,Carretera de Cadiz,36.70027,-4.44289,Private room,26,1,422,2022-06-18,5.01,2,81,26,CTC -2016102737
5244452,"Plaza de la Merced, Álamos 40",27196327,Eva,,Centro,36.72218,-4.41877,Entire home/apt,98,3,225,2022-06-26,2.55,1,330,26,VFT/MA/15755
9600495,La Flamenquita del Soho Málaga,49685903,María Victoria,,Centro,36.7136,-4.42262,Entire home/apt,174,2,88,2022-06-05,1.10,2,128,15,VFT/MA/01180
6955285,1 Acogedora hab. cerca de la playa,36462988,Sandra,,Carretera de Cadiz,36.70115,-4.44342,Private room,26,1,481,2022-06-15,5.66,2,74,81,CTC-2016102737
6955732,ESTUDIO ROJO céntrico con patio enorme.,12963003,Maria Jesus,,Centro,36.72608,-4.4263,Entire home/apt,59,1,34,2022-05-28,0.41,5,313,6,CTC2018119530
9601542,Apartamento centrico y cerca de la playa.,38355475,Jose Luis,,Carretera de Cadiz,36.70622,-4.43648,Entire home/apt,103,3,23,2021-08-31,0.32,1,296,1,VFT/MA/01557
9601691,Charming Loft in Pedregalejo,17556274,Fernando,,Este,36.72662,-4.37165,Entire home/apt,59,2,74,2021-12-18,0.93,4,271,8,VFT/MA/10409
5247595,Gillermina´s House Historic Center,19614259,Cristian,,Centro,36.724072,-4.421082,Entire home/apt,126,4,74,2022-06-17,0.86,2,160,27,VFT/MA/18710
7027877,Cozy apartment with garden and swimming pools,36843248,Marisa,,Teatinos-Universidad,36.72379,-4.47522,Entire home/apt,89,5,15,2021-08-31,0.18,1,20,1,VFT/MA/01213
5256045,Beachside apartment in Málaga. VTF/MA/03993,9982925,Dori,,Este,36.71954,-4.36808,Entire home/apt,108,6,29,2019-08-31,0.32,1,271,0,VFT/MA/03993
5267716,Studio Flat in Historical Center 1,22835439,Bruno,,Centro,36.72455,-4.42411,Entire home/apt,81,2,16,2022-04-01,0.18,21,93,2,A/MA/01382
9606173,Apartamento de 1 dormitorio,37317311,Apartamentos,,Centro,36.72218,-4.42302,Entire home/apt,127,2,1,2020-07-28,0.04,4,136,0,A/MA/01212
7056328,SUNMore than a Comfort double room,35511227,Juan Carlos,,Puerto de la Torre,36.72671,-4.47973,Private room,28,5,159,2022-06-07,1.87,2,326,10,VFT/MA/01274
9622415,Luminoso y acogedor atico a 5' del Museo Thyssen,45659012,Luisa,,Centro,36.72495,-4.42667,Entire home/apt,88,3,210,2022-06-05,2.66,1,291,21,VFT/MA/03097
5301828,Duplex 4pax Hist Center A/C WIFI optional parking,11693642,Natalia,,Centro,36.72361,-4.42211,Entire home/apt,44,60,8,2021-07-01,0.10,3,0,1,
7080485,"Cortina del Muelle, Malaga",5930950,Gonzalo,,Centro,36.7196,-4.4171,Entire home/apt,145,4,4,2016-09-16,0.05,1,0,0,VFT-MA-4637
5318317,Suncity Loft Carreteria,16584611,Suncity,,Centro,36.72426,-4.42133,Entire home/apt,92,2,121,2022-06-12,1.35,18,235,14,VFT/MA/10376
9624648,Apartamento dúplex con terraza,37317311,Apartamentos,,Centro,36.72217,-4.42299,Entire home/apt,141,2,1,2022-04-29,0.48,4,92,1,A/MA/01212
9638817,Hab. con baño y terraza privados 1,49846038,Carmen,,Cruz De Humilladero,36.72204,-4.45018,Private room,45,1,125,2022-06-06,1.64,5,280,5,VFT/MA/07633
7156349,Studio in the old center of Malaga,37477236,Eduard,,Centro,36.72086,-4.42344,Entire home/apt,62,2,317,2022-06-14,3.73,1,270,64,VFT/MA/05043
9710504,Large private garden great location VFT/MA/02559,10390988,Martin,,Este,36.72201,-4.37593,Entire home/apt,84,4,90,2022-06-27,1.18,7,210,22,vft/ma/02559
5318561,Malaga City Center Apartment,27552920,Adrian,,Centro,36.72077,-4.42252,Entire home/apt,123,3,37,2022-06-15,0.42,1,317,14,VFT/MA/08893
7184015,DUPLEX VISTAS AL MAR,13172203,Marta,,Centro,36.72274,-4.40034,Entire home/apt,144,3,90,2022-06-11,1.07,3,136,2,VFT/MA/01913
7314040,Quiet 1 bedroom city center flat,38279309,Mariaje,,Centro,36.72854,-4.4106,Entire home/apt,108,2,106,2022-05-22,1.26,1,72,14,VFT/MA/00215
5352809,Casa en centro histórico de Málaga,27744613,Olga,,Centro,36.72489,-4.42154,Entire home/apt,214,2,111,2022-06-19,1.29,1,47,14,VFT/MA/12752
9765354,Estudio 2 personas,37317311,Apartamentos,,Centro,36.72218,-4.423,Entire home/apt,114,2,8,2021-12-05,0.34,4,140,3,A/MA/01212
7320001,"Apart. 4, Casa Malaga, sea view & balcony",38347244,Gordon & Marion,,Este,36.72817,-4.37262,Entire home/apt,88,3,81,2022-06-20,0.97,3,284,6,RTA-A/MA/01559
9774589,OVER THE SEA next to City Center,36920010,Anna,,Carretera de Cadiz,36.69942,-4.43776,Entire home/apt,62,2,210,2022-06-10,2.75,1,223,35,VFT/MA/06647
5377809,Apartment in Malaga Historic Centre,2489890,Fede,,Centro,36.71863,-4.42403,Entire home/apt,97,4,145,2022-06-05,1.64,13,19,23,VFT/MA/01615
5381012,Apartamento diseño - estudio,27587047,Apartamentos Gibralfaro,,Centro,36.72031,-4.42141,Entire home/apt,103,1,6,2022-06-18,0.07,4,284,2,A/MA/01261
12080807,NEW Beachfront 2 bedr East Malaga,16663600,Maria,,Este,36.71973,-4.36649,Entire home/apt,100,3,52,2022-06-27,0.70,6,236,18,VFT/MA/05965
9832659,Private garden&balcony 2 min to beach VFT/MA/02559,10390988,Martin,,Este,36.72201,-4.37787,Entire home/apt,78,5,71,2022-06-26,0.93,7,190,12,vft/ma/02557
