id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
43720557,Pirates Studio,347849099,Carlos,,Centro,36.715,-4.4222,Entire home/apt,71,2,1,2020-08-21,0.04,5,51,0,CTC-2019139388
42373951,LUJO Y SOFISTICACIÓN EN CENTRO HISTÓRICO Y PLAYA,2092252,Tatiana Juliettesis,,Centro,36.72136,-4.42599,Entire home/apt,77,2,3,2022-06-12,0.25,9,318,3,X
43131463,Suncity Gigantes Bajo,16584611,Suncity,,Centro,36.7227,-4.42239,Entire home/apt,92,1,12,2022-06-24,0.57,18,226,11,CTC-2017102398
42375784,AP4 - 6PAX,336829601,Casa Museo,,Centro,36.72385,-4.41806,Entire home/apt,7225,1,1,2020-08-16,0.04,7,0,0,CTC-2017025398
42376185,AP 5 - 2 PAX,336829601,Casa Museo,,Centro,36.724926,-4.418928,Entire home/apt,7176,1,0,,,7,0,0,CTC - 2017025398
43720668,Studies Soho CityCenter,347849099,Carlos,,Centro,36.71671,-4.42182,Entire home/apt,73,2,21,2022-06-14,0.89,5,30,19,CTC-2019139388
43140245,"Altozano Room I, Estudió centro Málaga GayFriendly",343441193,Jorge,,Centro,36.72577,-4.4166,Entire home/apt,71,2,51,2022-06-17,3.59,3,183,42,CTC-2020045755
43723463,Premium Historical CityCentre A/A WIFI,71255240,Andrea,,Centro,36.72288,-4.42186,Entire home/apt,147,2,73,2022-06-29,3.12,27,185,57,VFT/MA/17681
43725372,Ático con terraza en centro ciudad,349331706,Atico,,Centro,36.72507,-4.41991,Entire home/apt,168,3,32,2022-06-07,1.37,1,49,25,VFT/MA/20640
42376367,AP 6 - 2 PAX,336829601,Casa Museo,,Centro,36.72554,-4.41784,Entire home/apt,7176,1,1,2021-07-27,0.09,7,0,1,CTC - 2017025398
42376502,AP 7 - 3 PAX,336829601,Casa Museo,,Centro,36.72458,-4.41848,Entire home/apt,7184,1,0,,,7,0,0,CTC - 2017025398
42421206,Luxury Historic Center Apartment,21521353,Leandro,,Centro,36.72399,-4.4218,Entire home/apt,96,3,42,2022-06-11,1.48,21,340,34,VFT/MA/05053
43141885,Apartamento en el centro histórico Malaga,78650682,Alberto,,Centro,36.72597,-4.4257,Entire home/apt,150,2,0,,,5,34,0,Vtf/ma/08489
42423503,Letmalaga Luxury Clemens 2,317065206,María,,Centro,36.72276,-4.41633,Entire home/apt,117,1,8,2022-05-14,0.28,88,355,5,VFT/MA/25477
43737721,Habitaciones Pedregalejo - Double Bedroom with Access to Terrace,348537735,Raul,,Este,36.72422,-4.3799,Private room,63,2,2,2021-07-30,0.09,8,25,1,CTC-2018209475
43195442,Malaga Carreteria Flat,22835439,Bruno,,Centro,36.7233,-4.42098,Entire home/apt,93,2,11,2022-06-09,0.52,21,72,7,VFT/MA/34446
43737723,Habitaciones Pedregalejo - Double Bedroom two Bed Terrace,348537735,Raul,,Este,36.72269,-4.37973,Private room,63,2,9,2021-11-05,0.39,8,21,7,CTC-2018209475
42423555,Letmalaga Cappuccino 1,317065206,María,,Centro,36.73044,-4.41871,Entire home/apt,114,1,2,2022-04-19,0.18,88,353,2,VFT/MA/21567
43195635,Malaga Carreteria Flat,22835439,Bruno,,Centro,36.72313,-4.42212,Entire home/apt,86,2,1,2022-05-05,0.54,21,81,1,VFT/MA/34446
42423560,Letmalaga Cappuccino 4,317065206,María,,Centro,36.72976,-4.41897,Entire home/apt,93,1,6,2022-06-20,0.26,88,351,5,VFT/MA/21567
43195783,San Juan Flat,22835439,Bruno,,Centro,36.72034,-4.42394,Entire home/apt,111,2,8,2022-04-03,0.38,21,80,3,VFT/MA/34041
42423565,Letmalaga Cervantes Apartment,317065206,María,,Centro,36.72257,-4.41712,Entire home/apt,114,1,20,2022-06-12,0.70,88,353,15,VFT/MA/17591
43195892,Pequeño Estudio Larios,22835439,Bruno,,Centro,36.71884,-4.42417,Entire home/apt,120,2,1,2020-12-21,0.05,21,72,0,VFT/MA/34041
43748146,Habitación centro Málaga ideal para vacaciones,349449167,Malagueño,,Cruz De Humilladero,36.71823,-4.43205,Private room,28,6,4,2021-07-25,0.17,7,226,2,Aaaa
43196096,Pequeña Habitacion Larios,22835439,Bruno,,Centro,36.71981,-4.42343,Private room,99,2,0,,,21,89,0,VFT/MA/34041
43236609,LyriosHomes Apartamento Estudio La Biznaga,344285442,María Dolores,,Centro,36.72747,-4.41208,Entire home/apt,130,1,4,2021-11-21,0.37,1,159,4,ctc2019166697
43762491,Newly renovated apartment in Malaga center,249046015,Alma,,Centro,36.72519,-4.42805,Entire home/apt,60,30,7,2022-06-16,0.59,3,139,7,Ctc-2019033930
42424022,Letmalaga Franquelo Premium,317065206,María,,Centro,36.72337,-4.41906,Entire home/apt,147,1,15,2022-05-15,0.53,88,333,13,VFT/MA/39519
43245261,Welcome,19579008,Guadalupe,,Churriana,36.66056,-4.49664,Shared room,23,1,20,2022-04-17,1.46,1,298,17,H/MA/02249
42472067,Apartment Edison,43498592,Kari,,Cruz De Humilladero,36.71408,-4.43701,Entire home/apt,99,1,0,,,1,0,0,VFT/MA/29322
43773187,Cozy & NEW Flat to enjoy MALAGA: city and beach !,30710741,Fernando,,Carretera de Cadiz,36.69174,-4.45694,Entire home/apt,207,3,7,2021-08-10,0.29,1,59,4,VFT/MA/40846
43254876,"iloftmalaga Premium Calle Nueva 5C, Jacuzzi and private terrace",80225433,I Loft Malaga,,Centro,36.72167,-4.42234,Entire home/apt,380,1,8,2022-02-09,0.36,156,290,5,VFT/MA/22273
43262752,RENTHAS Vid Loft,316795838,Renthas Hospitality,,Centro,36.72245,-4.42373,Entire home/apt,300,1,0,,,7,0,0,VFT/MA/21599
43774439,Una  joya en Málaga/ A hidden jewel in Malaga,349861901,Sonia,,Ciudad Jardin,36.73757,-4.42292,Entire home/apt,40,3,52,2022-06-17,2.15,1,253,35,VFT/MA/41504
42475659,Casa Millys (Gran Terraza),93904054,Millys,,Teatinos-Universidad,36.71245,-4.46367,Entire home/apt,88,2,0,,,1,76,0,VFT/MA/52070
42481743,HABITACIÓN CERCA DE LA PLAYA (B),267123366,Amanecer,,Carretera de Cadiz,36.70423,-4.43666,Private room,35,2,14,2022-06-18,0.70,3,152,12,CTC-2020170009
43264455,iloftmalaga Calle Alemania I,80225433,I Loft Malaga,,Centro,36.71288,-4.42532,Entire home/apt,219,1,24,2022-06-07,1.03,156,325,21,VFT/MA/36551
43783636,"Apartamento San Miguel 34, a 700 m playa",349970216,Esteban,,Este,36.72472,-4.36081,Entire home/apt,352,2,1,2020-08-10,0.04,1,167,0,VFT/MA/40532
43276400,Fan Rooms Galvez,22835439,Bruno,,Centro,36.72567,-4.42811,Private room,80,2,0,,,21,93,0,H/MA/02274
43790951,Malaga Historical Centre Luxury. Ozone Machine,49955442,Silvia,,Centro,36.72304,-4.41888,Entire home/apt,112,1,23,2022-05-20,0.96,2,92,15,VFT/MA/38092
42483808,Apartamento Hermosilla en el centro de Málaga,120849981,Rocío,,Centro,36.72637,-4.41953,Entire home/apt,65,3,1,2020-03-02,0.04,1,134,0,CTC-2020025953
42506013,Un piso compartido  cerca  del mar,29206307,Ana Maria,,Carretera de Cadiz,36.70593,-4.43805,Private room,57,2,1,2021-11-07,0.13,1,348,1,CTC-2019090772
43276913,Fan Rooms Galvez,22835439,Bruno,,Centro,36.72648,-4.42695,Private room,89,2,0,,,21,94,0,H/MA/02274
43277096,Fan Rooms Duquesa,22835439,Bruno,,Centro,36.71601,-4.42317,Private room,110,2,1,2022-03-10,0.27,21,79,1,H/MA/02230
42507848,Bright City Centre Studio A/A WIFI,71255240,Andrea,,Centro,36.72629,-4.42082,Entire home/apt,107,2,66,2022-06-11,2.33,27,199,49,VFT/MA/39484
43796118,Malagueta Holidays. Beach and Center City,195417803,Luisa Y Alejandro,,Centro,36.71725,-4.41014,Entire home/apt,93,5,47,2022-06-22,1.96,1,54,35,VFT/MA/19829
43277198,Fan Rooms Duquesa,22835439,Bruno,,Centro,36.71582,-4.4222,Private room,93,2,0,,,21,94,0,H/MA/02230
42516844,Apartamento de estreno a 3 minutos de calle Larios,99242067,Santi,,Centro,36.71775,-4.42472,Entire home/apt,111,2,44,2022-06-18,3.06,1,323,37,VFT/MA/38643
43277290,Fan Rooms Duquesa,22835439,Bruno,,Centro,36.71481,-4.4215,Private room,95,2,1,2022-02-06,0.21,21,77,1,H/MA/02230
42522879,Bohemian City Center Apartment,21521353,Leandro,,Centro,36.72225,-4.42153,Entire home/apt,96,3,58,2022-06-29,2.04,21,338,39,VTF/MA/04385
43799917,Apartamento Urbano con Balcón en Centro Histórico,350026698,Fatima,,Centro,36.72169,-4.42083,Entire home/apt,143,1,26,2022-02-16,1.07,1,90,8,VFT/MA/14787
43277349,Fan Rooms Duquesa,22835439,Bruno,,Centro,36.71454,-4.42328,Private room,103,2,0,,,21,71,0,H/MA/02230
42525508,Lovely City Center Apartment,21521353,Leandro,,Centro,36.72378,-4.42147,Entire home/apt,106,3,43,2022-04-28,1.53,21,314,27,VFT/MA/05053
42578353,Magnificent 2BD apartment in the center of Malaga. Marin Garcia I,94736627,Rocío,,Centro,36.71888,-4.42281,Entire home/apt,233,1,2,2022-02-27,0.33,32,308,2,A/MA/01269
43289530,Spacious room with adapted private bathroom,170021426,Noelia,,Centro,36.72968,-4.41103,Private room,71,1,31,2022-06-10,2.57,7,279,31,VFT/MA/13887
42578383,Magnificent 2BD apartment in the center of Malaga. Marin Garcia II,94736627,Rocío,,Centro,36.71999,-4.42133,Entire home/apt,185,1,2,2021-12-30,0.28,32,320,2,A/MA/01269
43800148,Apartamento Málaga Velázquez,350160145,Giorgio,,Carretera de Cadiz,36.6977,-4.44666,Entire home/apt,114,2,1,2020-09-20,0.05,1,75,0,VFT/MA/37855
43290819,Double room with garden access,170021426,Noelia,,Centro,36.72997,-4.40949,Private room,61,1,21,2022-05-28,0.93,7,286,20,VFT/MA/13887
42579122,BRIGHT AND CENTRAL APARTMENT IN MALAGA,305214789,Jimena,,Centro,36.72286,-4.42294,Entire home/apt,38,1,90,2022-03-31,3.19,2,0,19,VFT/MA/38914
43309091,Trendy central Flat. Nuevo Espacio Centro Malaga,28687712,SinEse Design. Alex,,Centro,36.72353,-4.42577,Entire home/apt,85,2,98,2022-06-27,3.77,8,36,69,VFT/MA/38267
43804809,Apartamento en Luis de Velazquez corazón de Málaga,30956726,Pablo,,Centro,36.72064,-4.42048,Entire home/apt,65,2,0,,,1,89,0,VFT/MA/40898
43332237,CASA CIELO- Above the clouds - Natural Park Malaga,9719021,Marcos Cortes,,Este,36.80109,-4.34416,Entire home/apt,126,2,46,2022-06-07,2.00,3,135,27,CR/MA/02192
43806528,430m2👩‍👩‍👧‍👧HEATED POOL🏊‍♀️JACUZZI🥂CINE🎬PLAYGROUND 🏓GYM🏋️‍♂️BBQ,55598797,Victor Eloy,,Puerto de la Torre,36.74351,-4.48859,Entire home/apt,264,4,32,2022-05-13,1.35,1,266,23,CTC-2020069855
42587873,Un lugar encantador junto a playas de Pedregalejo,57245911,Nacho,,Este,36.72484,-4.37259,Entire home/apt,144,4,19,2022-06-05,1.19,1,201,16,CTC-2020146609
43375230,Museo Picasso,345572561,Vicente,,Centro,36.72731,-4.42199,Private room,21,10,5,2020-08-28,0.20,1,84,0,Exempt
42593906,Rustic City Center Apartment,21521353,Leandro,,Centro,36.72425,-4.41975,Entire home/apt,94,3,35,2022-06-17,1.25,21,136,28,VFT/MA/04385
43809168,La Casa grande. Casas Rurales La Huerta.,350273040,Mónica,,Campanillas,36.78282,-4.51183,Entire home/apt,357,6,1,2020-08-21,0.04,6,121,0,CR/MA/00322
43408868,LyriosHomes Montaño Center Málaga,345923456,Francisco,,Centro,36.72511,-4.41994,Entire home/apt,74,3,14,2022-06-07,0.65,1,7,13,VFT/MA/06635
43811284,Homely Málaga Malagueta junto al mar,101418638,Margarita Homely Málaga,,Centro,36.72003,-4.40802,Entire home/apt,147,3,14,2022-04-12,0.60,28,192,4,ctc2017158218
42598202,Huelin Park Apartment,39109657,Martina,,Carretera de Cadiz,36.70614,-4.43193,Entire home/apt,124,2,5,2021-08-26,0.22,1,162,2,VFT/MA/12182
43417080,Málaga Habitación Apartamento en Carlos Haya,345888189,Jose Manuel,,Cruz De Humilladero,36.72156,-4.44814,Private room,30,1,4,2022-05-10,0.17,1,52,3,Exempt
42610608,Ático 1a línea de playa - Pedregalejo,248888131,Ana,,Este,36.72171,-4.37501,Entire home/apt,184,4,12,2022-05-21,0.50,7,199,9,CTC-2020016238
42632791,Malaga centro piso grande/big flat  malaga center,324236176,Vintage Flat,,Centro,36.7198,-4.42319,Entire home/apt,421,2,16,2022-06-06,1.47,8,348,16,VFT/MA/11508
42637203,El Albaricoque with  pool and tennis courts,25632968,Claire,,Este,36.75769,-4.32522,Entire home/apt,153,2,2,2021-07-26,0.15,8,282,1,ESX5345299F
43824910,Apartamento entero-4camas-Playa-Perfecta ubicación,56846953,Araceli,,Carretera de Cadiz,36.68625,-4.45263,Entire home/apt,70,3,0,,,1,179,0,CTC-2018229834
43436390,Eco Apartamento Amplio y Luminoso con PARKING - 4pax,346226043,Daniel,,Bailen-Miraflores,36.72311,-4.43585,Entire home/apt,100,3,2,2020-07-30,0.08,1,188,0,CTC-2020003269
43832870,Loft Be Malaga Centro,46732406,Elena,,Centro,36.7285,-4.42276,Entire home/apt,85,2,0,,,2,316,0,CTC-2020049989
43448616,El Manzano beautiful views in the Andalucian hills,25632968,Claire,,Este,36.75969,-4.32569,Entire home/apt,192,2,4,2021-08-16,0.16,8,292,2,A/MA/01290
43839572,Room 3. Habitacion doble con baño privado,25813595,Silvia,,Centro,36.72758,-4.42845,Private room,60,3,2,2021-01-28,0.09,3,107,0,VFT/MA/31951
42644912,Apartment + private Parking 2min from Beach,339740499,Jose Manuel,,Este,36.72031,-4.35631,Entire home/apt,100,2,45,2022-06-26,1.81,1,138,35,VFT/MA/39794
43463416,Room 4. Habitacion Doble,25813595,Silvia,,Centro,36.7274,-4.43012,Private room,56,3,7,2022-03-01,0.29,3,104,5,CTC-2019080347
42658936,El Olivo with beautiful views with pool and tennis,25632968,Claire,,Este,36.75761,-4.32396,Entire home/apt,164,2,2,2022-04-16,0.17,8,291,2,A/MA/01290
43841919,Malaga Center Flat Main Train Station,8544512,Malaga Center Flat,,Carretera de Cadiz,36.71127,-4.42991,Entire home/apt,137,2,4,2022-06-12,0.17,50,314,3,VFT/MA/38627
43482734,CASA CACTUS in the heart of the Montes de Málaga,9719021,Marcos Cortes,,Este,36.80206,-4.34453,Entire home/apt,136,2,50,2022-06-08,2.17,3,124,23,CR/MA/02193
43846991,PISO JUNTO A LA PLAYA (MÁLAGA),350697168,Jennifer,,Carretera de Cadiz,36.71028,-4.43073,Entire home/apt,90,3,2,2021-08-22,0.19,1,0,2,VFT/MA/45664
43493192,GR Suites Boutique Catedral,134824010,Emilio,,Centro,36.72189,-4.41969,Entire home/apt,149,2,13,2022-05-27,0.55,7,206,3,A/MA/01560
43851631,Cosy Apartment in the Historic Center,21521353,Leandro,,Centro,36.7229,-4.42167,Entire home/apt,96,2,22,2022-03-29,0.94,21,331,11,VFT/MA/04384
42674399,Piso a 3 minutos de la playa de Pedregalejo,339971633,Gonzalo,,Este,36.72225,-4.36806,Entire home/apt,111,5,8,2021-09-01,0.35,1,185,5,CTC-2019146782
42674533,Magnificent 1BD apartment in the center of Malaga. Marín García IV,94736627,Rocío,,Centro,36.71853,-4.4231,Entire home/apt,146,1,1,2021-05-24,0.07,32,286,0,A/MA/01269
43502772,Soho Luxury CityCenter,23440393,Jose,,Centro,36.71405,-4.42633,Entire home/apt,205,2,11,2021-09-12,0.47,4,130,7,VFT/MA/08552
42674547,Magnificent 2BD apartment in the center of Malaga. Marín García III,94736627,Rocío,,Centro,36.72042,-4.42305,Entire home/apt,199,1,2,2022-04-07,0.34,32,322,2,A/MA/01269
42674566,Magnificent Penthouse in the center of Malaga. Marin Garcia V,94736627,Rocío,,Centro,36.71811,-4.42221,Entire home/apt,143,1,1,2022-01-16,0.18,32,288,1,A/MA/01269
43852681,2A. Ático Dúplex con terraza y Spa.,21868005,Tolín,,Centro,36.72382,-4.424,Entire home/apt,165,1,44,2022-06-28,1.80,8,225,28,VFT/MA/39784
43502775,Estudio Candado,23440393,Jose,,Este,36.72014,-4.34848,Entire home/apt,98,2,14,2022-05-16,0.63,4,125,10,VFT/MA/17148
43853233,2C. Ático Duplex exclusivo con terraza y Spa.,21868005,Tolín,,Centro,36.72382,-4.424,Entire home/apt,168,1,59,2022-06-26,2.42,8,255,40,VFT/MA/39785
42674600,Glamorous flat in the heart of Málaga,278821830,Remy,,Centro,36.72252,-4.4211,Entire home/apt,70,1,79,2022-06-19,2.80,40,85,36,CTC-2020030972
43502780,Limonar Beach,23440393,Jose,,Este,36.72509,-4.39242,Entire home/apt,78,2,3,2021-05-30,0.13,4,0,0,VFT/MA/08550
43502785,Estudio Candado Beach,23440393,Jose,,Este,36.72022,-4.34905,Entire home/apt,98,2,12,2022-05-03,0.52,4,131,8,VFT/MA/29002
43853525,2B. Magnífico ático duplex  con terraza y Spa.,21868005,Tolín,,Centro,36.72382,-4.424,Entire home/apt,152,1,70,2022-06-18,2.87,8,261,43,VFT/MA/39787
43503097,Moderno apartamento interior de 1 dormitorio,23300642,Malaga,,Centro,36.72576,-4.42031,Entire home/apt,129,2,8,2022-05-20,0.35,17,301,7,A/MA/01503
42676073,Modern & Cosy Oasis Steps from Historic Centre,9928682,Tobias,,Centro,36.72662,-4.41394,Entire home/apt,250,1,2,2020-09-10,0.09,1,101,0,CTC-2020016880
43512462,Apartamento de 1 dormitorio con balcones andaluces,23300642,Malaga,,Centro,36.72449,-4.41884,Entire home/apt,107,2,5,2022-06-06,0.46,17,344,5,A/MA/01503
42678132,Letmalaga Store Carts,317065206,María,,Centro,36.72305,-4.42461,Entire home/apt,106,1,1,2021-10-17,0.12,88,358,1,VFT/MA/14711
43855408,S H Santa Lucia,25107589,Suite Homes,,Centro,36.72307,-4.4227,Entire home/apt,105,1,16,2022-06-23,0.72,20,26,15,CTC-2017089102
43512802,Amplio apartamento interior de 2 dormitorios,23300642,Malaga,,Centro,36.72578,-4.4205,Entire home/apt,174,2,0,,,17,348,0,A/MA/01503
42679540,Letmalaga Carmen Apartment,317065206,María,,Centro,36.72028,-4.42391,Entire home/apt,120,1,4,2022-05-27,0.29,88,342,3,VFT/MA/00800
43518371,Fantastic duplex in old town with private terrace,89812313,Fernando,,Centro,36.7241,-4.42168,Entire home/apt,144,2,3,2021-11-17,0.14,35,79,2,VFT/MA/25674
42682534,Blue Soho Málaga,12755454,Medyfarm Gestion,,Centro,36.71729,-4.42266,Entire home/apt,107,3,25,2022-06-03,0.88,8,159,18,CTC-2020023938
43857385,Suite independiente en Casa Leticia & Málaga,200819772,Leticia,,Carretera de Cadiz,36.70205,-4.44421,Private room,75,3,16,2022-05-29,1.26,4,311,15,CTC-2018223546
43534706,"KEYWISE Apartment Center historic Parking❤
4 Rooms",26143918,Olga Y Brian,,Centro,36.72393,-4.42313,Entire home/apt,250,3,9,2022-06-06,0.61,11,190,8,VFT/MA/36184
43859611,iloftmalaga San Juan I - 1A,80225433,I Loft Malaga,,Centro,36.72013,-4.423,Entire home/apt,125,1,29,2022-06-17,1.28,156,328,25,CTC-2020032501
43860091,Apartamento Gloria 2. El Palo Beach Andalucía,174622864,Gloria,,Este,36.72087,-4.35647,Entire home/apt,204,2,31,2022-06-26,1.36,2,311,30,VFT/MA/40503
42691165,Red Soho Málaga,12755454,Medyfarm Gestion,,Centro,36.71654,-4.4224,Entire home/apt,90,3,17,2022-06-19,1.05,8,144,16,CTC-2020023938
43539347,Luminoso ático dúplex con terraza,23300642,Malaga,,Centro,36.72574,-4.41881,Entire home/apt,241,2,2,2022-04-10,0.09,17,356,1,A/MA/01503
42707678,iloftmalaga Premium Calle Granada,80225433,I Loft Malaga,,Centro,36.72279,-4.4214,Entire home/apt,266,1,10,2022-06-09,1.33,156,303,10,VFT/MA/38538
42707787,CUTE HOUSE,31649041,Sami Idriss,,Bailen-Miraflores,36.72464,-4.44309,Entire home/apt,145,3,0,,,4,287,0,VFT/MA/40003
43865662,Premium Centre FreeParking  A/A WIFI,71255240,Andrea,,Centro,36.7136,-4.42812,Entire home/apt,179,2,62,2022-06-21,2.61,27,178,37,VFT/MA/33691
43968122,Bajo A. Apartamento de techos altos de madera.,21868005,Tolín,,Centro,36.72477,-4.42337,Entire home/apt,91,1,35,2022-06-28,1.52,8,237,31,VFT/MA/49150
43866336,iloftmalaga San Juan II - 1B,80225433,I Loft Malaga,,Centro,36.71886,-4.4237,Entire home/apt,118,1,25,2022-06-18,1.85,156,325,23,CTC-2020032501
43980113,1B. Estudio exclusivo con tres Balcones.,21868005,Tolín,,Centro,36.72416,-4.42372,Entire home/apt,81,1,3,2022-06-13,0.22,8,249,2,VFT/MA/53375
43873590,Precioso apartamento en Malaga a pie de playa,175668869,Sergio,,Carretera de Cadiz,36.69746,-4.44193,Entire home/apt,143,5,0,,,1,19,0,VFT/MA/31554
42751999,New penthouse in Malaga,117755532,Jose Leonardo,,Carretera de Cadiz,36.69921,-4.43607,Entire home/apt,144,5,14,2022-06-17,1.72,1,0,14,VFT/MA/40393
43982320,First Line in Malaga Capital,196809623,Mshome,,Este,36.71829,-4.35484,Entire home/apt,171,5,18,2022-06-02,1.69,3,259,18,VFT/MA/40816
42753714,Holidays2Malaga Hermosilla 3 bedroom apartment with parking WIFI FIBRA 600 MG,115528688,Trinidad,,Centro,36.72582,-4.41897,Entire home/apt,237,1,2,2022-01-17,0.09,90,299,1,VFT/MA/17385
43879707,PENTHOUSE CITY CENTER PRIVATE TERRACE WIFI-A/C,157524315,ÁngelayRaúl,,Ciudad Jardin,36.73141,-4.4249,Entire home/apt,140,3,21,2022-05-19,0.90,3,341,20,VFT/MA/39420
43989394,Capuchinos Apartament,352440851,Cristóbal,,Centro,36.7295,-4.42019,Entire home/apt,40,60,1,2020-08-14,0.04,1,0,0,CTC-2020071083
43893970,❧  Casa Arapiles ☙,351353313,Alicia,,Centro,36.7296,-4.42052,Entire home/apt,74,5,7,2021-08-30,0.30,1,17,4,VFT/MA/34701
44158896,Apartamento Velarde Center***,111975730,Pedro,,Bailen-Miraflores,36.727,-4.43229,Entire home/apt,79,1,29,2022-06-28,1.21,3,311,26,Exempt
43993061,Apartamento Frida Pahlo,227424139,Pedro,,Este,36.72029,-4.37568,Entire home/apt,184,2,2,2022-05-12,0.19,1,154,2,Exempt
44160432,Con terraza amplia y piscina comunitaria,349583021,Montse,,Teatinos-Universidad,36.72537,-4.47887,Private room,45,3,0,,,1,358,0,Exempt
43904572,Habitación  estupenda en el recinto ferial,13947891,Aclaete,,Cruz De Humilladero,36.70453,-4.45605,Private room,40,2,2,2022-06-18,0.80,1,173,2,Exempt
43994696,Calle Larios B,315205730,Hermanos García,,Centro,36.71806,-4.4204,Entire home/apt,131,1,2,2021-11-01,0.17,11,317,2,A/MA/01338
43907956,"Playa Malagueta ,2 dormitorios y terraza  privada",267315502,Jorge Brioso E Hijos C.B,,Centro,36.72176,-4.40909,Entire home/apt,122,6,11,2022-04-03,0.49,4,144,4,VFT/MA/32823
43994700,Calle Larios A,315205730,Hermanos García,,Centro,36.71992,-4.42073,Entire home/apt,138,1,8,2022-05-28,0.62,11,319,6,A/MA/01338
43911812,"Apartment with beautiful balcony on Molina Lario street, next to the Cathedral",2103056,David,,Centro,36.71992,-4.419,Entire home/apt,131,1,68,2022-06-20,2.90,19,83,57,VFT/MA/26834
44183475,Habitación privada cómoda tranquila centro Málaga,349449167,Malagueño,,Cruz De Humilladero,36.72014,-4.43846,Private room,47,6,5,2022-05-31,0.30,7,233,3,Exempt
43994702,Plaza de la Constitución V,315205730,Hermanos García,,Centro,36.72071,-4.42318,Entire home/apt,111,1,2,2022-04-19,0.80,11,326,2,A/MA/01338
43919238,Sleeps 24 with fabulous sea and mountain views,25632968,Claire,,Este,36.75746,-4.3241,Entire home/apt,1121,2,6,2022-05-28,1.78,8,296,6,A/MA/01290
43994703,Plaza de la Constitución VII,315205730,Hermanos García,,Centro,36.72241,-4.4222,Entire home/apt,111,1,5,2022-02-21,0.57,11,308,5,A/MA/01338
43919244,La Higuera with amazing views with pool and Tennis,25632968,Claire,,Este,36.75905,-4.32511,Entire home/apt,216,2,2,2021-12-08,0.17,8,298,2,A/MA/01290
44205059,Lovely & Bright Apartment with private patio,156881428,Good Vibes Apartments,,Centro,36.73472,-4.41407,Entire home/apt,150,3,3,2020-08-16,0.13,16,0,0,CTC-2020103017
43994704,Plaza de la Constitución I,315205730,Hermanos García,,Centro,36.72165,-4.42226,Entire home/apt,125,1,23,2022-06-08,1.00,11,311,22,A/MA/01338
43921343,Solaga - Noemi Centro,126429738,Steffen,,Centro,36.72427,-4.42177,Entire home/apt,335,1,4,2022-01-15,0.38,52,243,4,VFT/MA/02783
43994705,Plaza de la Constitución IV,315205730,Hermanos García,,Centro,36.72189,-4.423,Entire home/apt,118,1,2,2022-03-14,0.48,11,317,2,A/MA/01338
44205133,2 Bedrooms apartment with Balconies,152333707,Lodgingmalaga,,Centro,36.72056,-4.42244,Entire home/apt,274,2,2,2022-03-27,0.17,8,340,2,A/MA/01410
44221890,Weys Suites Junior Suite 4,215081090,Weys Home Andalucia,,Centro,36.72188,-4.423,Private room,142,2,5,2022-04-06,0.45,8,323,5,CTC_1234567891
43994706,Plaza de la Constitución VI,315205730,Hermanos García,,Centro,36.72047,-4.42145,Entire home/apt,114,1,8,2022-06-12,0.73,11,310,8,A/MA/01338
43994707,Plaza de la Constitución VIII,315205730,Hermanos García,,Centro,36.72166,-4.42267,Entire home/apt,118,1,4,2022-04-14,0.36,11,259,4,A/MA/01338
44222261,Weys Suites Junior suite 2,215081090,Weys Home Andalucia,,Centro,36.7206,-4.42171,Private room,155,2,1,2021-12-30,0.16,8,288,1,CTC-09876543210
44222391,Weys Suites Standard 1,215081090,Weys Home Andalucia,,Centro,36.72155,-4.42012,Private room,119,2,2,2021-12-06,0.13,8,306,1,CTC-12345678900
43924591,Casas Rurales La Huerta. El Granero,350273040,Mónica,,Campanillas,36.78293,-4.51175,Entire home/apt,138,6,0,,,6,145,0,CR/MA/00320
43994710,Plaza de la Constitución II,315205730,Hermanos García,,Centro,36.722,-4.42117,Entire home/apt,140,1,8,2022-05-27,0.73,11,309,8,A/MA/01338
43927851,Spacious apartment in the heart of Malaga,351708525,Francisco Jose,,Centro,36.7281,-4.41287,Entire home/apt,100,3,5,2021-08-30,0.45,1,31,5,VFT/MA/23596
44222475,Weys Suites Junior suite 1,215081090,Weys Home Andalucia,,Centro,36.72183,-4.42312,Private room,134,1,2,2022-04-10,0.19,8,333,2,CTC-4738493827
43994711,Plaza de la Constitución III,315205730,Hermanos García,,Centro,36.72091,-4.42291,Entire home/apt,133,1,9,2022-06-13,0.79,11,296,9,A/MA/01338
44222523,Weys Suites Standard 2,215081090,Weys Home Andalucia,,Centro,36.7201,-4.42221,Private room,123,2,1,2021-08-19,0.09,8,298,1,CTC-5647386510
43938544,Bajo B. Apartamento Familiar con patio y Spa.,21868005,Tolín,,Centro,36.72382,-4.424,Entire home/apt,162,1,49,2022-06-28,2.02,8,278,28,VFT/MA/39786
43994712,Plaza de la Constitución IX,315205730,Hermanos García,,Centro,36.72201,-4.42087,Entire home/apt,168,1,7,2022-06-04,0.31,11,326,6,A/MA/01338
43939571,C53 · Malaga Soho Fancy Loft,5890675,La Recepción,,Centro,36.714249,-4.428714,Entire home/apt,149,1,17,2022-05-03,0.71,104,357,9,CTC-2020062957
